id,price,qty,base_qty,time,is_buyer_maker
313571327,219.13,0.28098670223724437,61.57261606124736,1757550072000,False
313571328,218.9,0.7778259518561308,170.26610086130702,1757550073000,True
313571329,218.94,0.15172306534706845,33.21824792708716,1757550074000,False
313571330,219.39,0.6398540151519876,140.37757238419454,1757550075000,True
313571331,219.56,1.6501396481328083,362.3046611440394,1757550076000,False
313571332,219.93,0.9344956461524953,205.5236274583183,1757550077000,False
313571333,220.03,1.5365592232113625,338.0891258831961,1757550078000,False
313571334,220.33,0.8556169012349912,188.51807184910564,1757550079000,False
313571335,220.35,0.32846207133127997,72.37661741784754,1757550080000,True
313571336,219.57,1.94360698950385,426.7577866853603,1757550081000,True
313571337,219.11,1.6467561813829918,360.82074690282735,1757550082000,False
313571338,218.97,0.08528394362506597,18.674625135580698,1757550083000,True
313571339,218.22,0.05983772669114746,13.057788718542199,1757550084000,True
313571340,216.98,1.2850249070190476,278.8247043249929,1757550085000,True
313571341,216.71,1.553235408826846,336.6016454468658,1757550086000,False
313571342,216.21,0.8297904442499953,179.40899195129148,1757550087000,True
313571343,216.94,0.41067387988042015,89.09159150125835,1757550088000,True
313571344,217.57,0.8560874327424323,186.258942741771,1757550089000,False
313571345,217.75,1.2236762547792825,266.4555044781888,1757550090000,True
313571346,217.81,0.40739224571406,88.73410503897941,1757550091000,False
313571347,218.29,0.4369451259646664,95.38075154682703,1757550092000,True
313571348,218.02,0.1490830091813612,32.50307766172037,1757550093000,True
313571349,218.22,0.6210219994361695,135.51942071696092,1757550094000,False
313571350,218.04,1.1858274143750092,258.557809430327,1757550095000,True
313571351,217.95,0.9298433184981125,202.6593512666636,1757550096000,True
313571352,218.06,0.2358572420100237,51.43103019270577,1757550097000,True
313571353,217.31,1.2745739705211772,276.977669533957,1757550098000,True
313571354,217.93,1.3990153349426904,304.88741194406055,1757550099000,True
